corp_code,corp_name,stock_code,modify_date
00455112,금빛,045890,20211220
00112970,대한방직,001070,20220204
00129554,갤럭시아에스엠,011420,20211213
01068348,러셀,217500,20211108
00612115,유디피,091270,20210511
01351114,케이비제17호기업인수목적,317030,20211104
01326260,하나머스트제6호기업인수목적,307160,20210708
01236286,컬러레이,900310,20210924
00364111,다이노나,086080,20211122
01015726,미래테크놀로지,213090,20211005
00650629,SBS미디어홀딩스,101060,20220118
00186939,특수건설,026150,20211213
01169434,오가닉티코스메틱,900300,20210707
00194275,코너스톤네트웍스,033110,20220211
00207755,지에스홈쇼핑,028150,20210716
00133663,세동,053060,20211202
01137897,에스지에이클라우드서비스,224880,20210804
00132318,성광벤드,014620,20211207
01343920,유안타제4호기업인수목적,313750,20211207
01351822,한화에스비아이기업인수목적,317320,20211207
00379016,이엘케이,094190,20220104
00563147,에스에이티,158300,20211209
01371312,케이비제18호기업인수목적,323940,20220204
00267881,보성파워텍,006910,20211206
01366365,이베스트이안기업인수목적1호,323210,20220217
00105156,극동유화,014530,20220216
00116073,그린기술투자,025340,20210630
01336285,에스케이에이씨피씨제4호기업인수목적,307070,20210713
00176792,오렌지라이프생명보험,079440,20210512
00366793,에스제이케이,080440,20210913
00351630,세코닉스,053450,20211202
00867098,티로보틱스,117730,20220221
00146649,일진홀딩스,015860,20220222
00601191,하나기술,299030,20220221
00148443,제일파마홀딩스,002620,20220222
00148939,조광피혁,004700,20220221
00438036,팅크웨어,084730,20220221
01255652,레이크머티리얼즈,281740,20220225
00664181,인텔리안테크,189300,20220225
01058101,라파스,214260,20220225
01213586,아이디피,332370,20220225
00268181,에스피컴텍,039110,20220225
00552992,진매트릭스,109820,20220224
00173731,씨앤에스자산관리,032040,20220225
00396925,엠로,058970,20220228
01141942,액트로,290740,20220225
00491336,잘만테크,090120,20220225
00447760,미래컴퍼니,049950,20220225
00118284,동일금속,109860,20220225
00442145,아바코,083930,20220225
00411446,큐에스아이,066310,20220225
01137295,프리시젼바이오,335810,20220225
00532129,영림원소프트랩,060850,20220225
01459212,원준,382840,20220225
00763473,코스메카코리아,241710,20220225
00442048,아바텍,149950,20220225
00663289,위월드,140660,20220225
00493501,씨디네트웍스,073710,20220217
00267979,한일화학,007770,20220224
00530121,디에스케이,109740,20220223
00166272,화승코퍼레이션,013520,20220228
00659815,금오하이텍,165270,20220225
00107303,피엔에스커튼월,033220,20220223
00393618,제노텍,066830,20220224
00350738,제네시스디벨롭먼트홀딩스,053320,20220222
00133715,대주코레스,008340,20220228
00946030,로보티즈,108490,20220217
00123967,부산도시가스,015350,20220217
00609324,뷰웍스,100120,20220228
00143794,원림,005820,20220225
00162780,한일건설,006440,20220225
00183215,케이디지엠텍,032290,20220228
00118965,티에이치엔,019180,20220228
00125488,삼륭물산,014970,20220222
00260879,카페24,042000,20220228
00861100,아이케이세미콘,149010,20220826
00304915,코리아에셋투자증권,190650,20220523
00362159,웰크론,065950,20221011
01303029,알비더블유,361570,20220425
01293388,무진메디,322970,20220708
01311286,퀀타매트릭스,317690,20220915
01394377,이지스밸류플러스리츠,334890,20221013
00118008,동원금속,018500,20220311
00561732,아스플로,159010,20220603
00132354,쿠쿠홀딩스,192400,20220502
00218052,국제엘렉트릭코리아,053740,20220526
00595243,엔스퍼트,098400,20220311
00133238,성지건설,005980,20221017
00417167,풍원정밀,371950,20220721
00631837,안트로젠,065660,20220317
00914040,씨엠에스에듀,225330,20220317
00159254,한국전자홀딩스,006200,20220802
01395279,하나금융14호기업인수목적,332710,20220926
01414361,에스케이제5호기업인수목적,337450,20221018
01414936,에스케이제6호기업인수목적,340350,20221018
00367385,효성오앤비,097870,20220812
00632793,전진바이오팜,110020,20220503
01366824,제이엠멀티,254160,20220503
00168401,금비,008870,20220816
00142591,셰프라인,012250,20220228
01407909,원텍,336570,20220819
01390876,상상인이안제2호기업인수목적,329560,20220404
00266943,넥슨지티,041140,20220415
00493431,자안바이오,221610,20220811
01208849,나인테크,267320,20220622
01338724,에스앤케이,950180,20220518
01135640,이삭엔지니어링,351330,20220810
01187458,에스알바이오텍,270210,20220401
01046708,바디텍메드,206640,20220802
00298687,스포츠서울,039670,20220420
00688358,하이즈항공,221840,20220512
00599151,SV인베스트먼트,289080,20220520
01532603,화승알앤에이,378850,20220330
00226228,한프,066110,20220815
00872850,비지스틸,179440,20220510
00347877,세영디앤씨,052190,20220527
01067242,비엘사이언스,228180,20220817
01183407,이십일스토어,270020,20220414
01415892,제이알글로벌리츠,348950,20220818
00111458,대영포장,014160,20220405
00218575,황금에스티,032560,20220518
00991191,앱클론,174900,20220407
01350638,티티씨디펜스,309900,20220616
00134316,세원정공,021820,20220629
01116274,엠앤씨생명과학,225860,20220629
01301623,비씨엔씨,146320,20220429
01393299,케이비제19호기업인수목적,330990,20220509
00872452,미래오토스,176440,20220725
00139685,양지사,030960,20220613
00103042,케이씨티시,009070,20220328
01117592,인터코스,240340,20220517
00830447,수프로,185190,20220513
00264787,럭슬,033600,20220427
01267684,쿠쿠홈시스,284740,20220304
00975290,에이스토리,241840,20221006
00411905,테라셈,182690,20221017
01414370,하이제5호기업인수목적,340120,20220728
00905316,하이골드오션3호선박투자회사,153360,20220411
00867973,서남,294630,20220228
00828761,레이,228670,20220930
00122348,방림,003610,20220831
00170877,진로발효,018120,20220228
00963000,썬테크,217320,20220307
00866594,미애부,225850,20220629
00877819,데이타솔루션,263800,20230221
00147222,전방,000950,20221207
00105475,금강철강,053260,20221130
00145464,이구산업,025820,20230221
00109161,태경케미컬,006890,20221208
00529815,오디텍,080520,20221208
00101628,경방,000050,20221208
00363486,로체시스템즈,071280,20221102
00111865,미래SCI,028040,20221103
00823429,한국화장품,123690,20221130
00303396,한국컴퓨터,054040,20221130
00174004,유성기업,002920,20230215
00665630,테라텍,151750,20230221
00985686,큐브엔터,182360,20221209
00974927,NEW,160550,20221130
00123107,보락,002760,20221130
00899459,레이언스,228850,20230221
00220561,광주신세계,037710,20230221
00165343,혜인,003010,20230221
00148595,제일테크노스,038010,20221205
00258689,JYP Ent.,035900,20221206
01117422,나눔테크,244880,20230215
00101220,KG케미칼,001390,20230220
00152686,코리아써키트,007810,20230220
00162993,한일홀딩스,003300,20230112
00800145,서진오토모티브,122690,20221110
00411385,유비쿼스홀딩스,078070,20221208
00660291,옵티시스,109080,20221208
01124653,슈프리마,236200,20230215
00332927,제이에스코퍼레이션,194370,20230220
00266952,네오위즈홀딩스,042420,20230221
00398792,SNT모티브,064960,20221115
00148920,조광페인트,004910,20221208
01170865,네오셈,253590,20221209
00484682,엘오티베큠,083310,20221209
01437292,미래에셋맵스리츠,357250,20230120
00136864,신원,009270,20230221
00155373,풍강,093380,20221027
00137809,SHD,001770,20230130
00136457,SH에너지화학,002360,20221212
00111193,대양전기공업,108380,20221213
00159175,한국전기초자,009720,20230214
00490179,플랜티넷,075130,20221201
01258710,이노메트리,302430,20230220
00678096,맥스로텍,141070,20221202
00220686,에스피지,058610,20221202
00429694,파버나인,177830,20221202
00673976,지스마트글로벌,114570,20221117
00857727,하림,136480,20221213
00636656,바이오플러스,099430,20230215
00476036,에프엔에스테크,083500,20230216
00146269,일신방직,003200,20221202
00155382,바이오빌,065940,20221202
00157539,KB오토시스,024120,20221205
00671978,그리티,204020,20230221
00130091,샘표,007540,20230221
00138729,아세아제지,002310,20221221
00369170,인터플렉스,051370,20221205
00530556,예스티,122640,20221205
00153126,크라운해태홀딩스,005740,20230215
00128661,에스에이엠티,031330,20230215
00641171,인지소프트,100030,20221213
00223434,에프에스티,036810,20221213
00864338,웹스,196700,20221213
01169267,세화피앤씨,252500,20230221
00325112,프로텍,053610,20221205
00925295,에프엔씨엔터,173940,20221205
01065785,노브메타파마,229500,20221122
00496225,이엠네트웍스,087730,20221124
00250997,대정화금,120240,20221206
00599957,슈프리마에이치큐,094840,20221206
00860332,메리츠금융지주,138040,20230105
00138297,STX,011810,20221206
00807379,신흥에스이씨,243840,20230221
01264234,엘에이티,311060,20221128
00105952,LS,006260,20230106
00378628,KH바텍,060720,20230215
00897752,천보,278280,20230221
00160621,한국화장품제조,003350,20221206
00363246,우원개발,046940,20221206
00539274,대상홀딩스,084690,20221206
00145473,이글벳,044960,20221130
01180118,코람코더원리츠,417310,20230119
00575106,씨유테크,376290,20230215
01397772,큐라클,365270,20230217
01440481,아이비케이에스제13호기업인수목적,351340,20230221
01441611,원티드랩,376980,20230221
00533508,제이엠티,094970,20221206
00405320,웹젠,069080,20221206
00203023,시노펙스,025320,20230221
00609661,티쓰리,204610,20230220
00216498,성도이엔지,037350,20230216
00298340,에스티아이,039440,20230216
00161444,한국씨티은행,016830,20221228
01174038,자비스,254120,20230217
00108977,대구백화점,006370,20221128
00858124,알에스오토메이션,140670,20230216
00148522,퍼스텍,010820,20230216
00335076,오픈베이스,049480,20230105
00134963,송원산업,004430,20230215
00441650,케이씨에스,115500,20221201
00127909,삼일,032280,20230215
00243757,인포뱅크,039290,20230216
00478900,빅솔론,093190,20230217
01419986,신영해피투모로우제6호기업인수목적,344050,20230217
00346966,에코솔루션,052510,20230109
01418543,케이비제20호기업인수목적,342550,20221229
00148948,조비,001550,20221229
01405390,핌스,347770,20230217
00553025,데이터스트림즈,199150,20230220
00124151,부산주공,005030,20221213
00157070,한국단자공업,025540,20230217
01014718,제노코,361390,20230220
00343127,자유투어,046840,20221219
00870861,와이엠씨,155650,20230215
01354740,브이씨,365900,20230217
00231354,파워넷,037030,20230209
01032486,두산밥캣,241560,20221229
01535150,SK리츠,395400,20221220
00407285,아이컴포넌트,059100,20221202
00239596,쎄니트,037760,20230217
00133089,성원,015200,20230217
00117577,오리온홀딩스,001800,20230216
01504804,유안타제7호기업인수목적,367460,20221208
00577335,대성하이텍,129920,20221208
00153755,태양금속공업,004100,20221214
00132804,성신양회,004980,20230116
01222432,에스제이그룹,306040,20230209
01437186,ESR켄달스퀘어리츠,365550,20230119
00174208,진성티이씨,036890,20230203
00659976,영화테크,265560,20230216
01160512,헝셩그룹,900270,20221107
01020269,탈로스,434190,20221123
00785475,원익피앤이,131390,20221129
00143262,우진아이엔에스,010400,20230210
00114093,덕성,004830,20221109
00181299,상아프론테크,089980,20221230
01364747,가온칩스,399720,20230216
00347442,모보,051810,20230216
00654272,램테크놀러지,171010,20221209
00990165,아세아시멘트,183190,20221209
00809517,아이엠텍,226350,20221209
00165680,호텔신라,008770,20221209
00327819,선익시스템,171090,20230215
00257732,한국정밀기계,101680,20221109
00176516,금화피에스시,036190,20230217
00684714,풍산,103140,20230102
00126371,삼성전기,009150,20230102
01686755,파인엠텍,441270,20221027
00593032,LF,093050,20221209
00133511,SG세계물산,004060,20221209
00414601,유니퀘스트,077500,20221212
00416654,유엔젤,072130,20230130
00102140,경인전자,009140,20221202
00171867,에스씨디,042110,20221202
00287788,정상제이엘에스,040420,20221202
01047840,미스터블루,207760,20230220
01419135,이노진,344860,20230220
00587457,갤럭시아머니트리,094480,20230102
00124276,부스타,008470,20221116
00155151,피에이치에이,043370,20230216
00143527,경동인베스트,012320,20230216
00611286,블루탑,191600,20230217
00138446,아가방컴퍼니,013990,20221212
00269612,파워로직스,047310,20221212
00350482,성우테크론,045300,20221208
00256715,국순당,043650,20221208
00127936,삼일기업공사,002290,20221208
00154055,태원물산,001420,20221209
00447928,네오티스,085910,20230206
00144164,SK가스,018670,20230104
00159564,한국주강,025890,20221122
00759294,와이솔,122990,20230216
00112165,디아이씨,092200,20230216
00445799,서원인텍,093920,20221220
01478712,대덕전자,353200,20230216
00143314,에이엔피,015260,20221209
00138701,아세아,002030,20221209
00364306,성우전자,081580,20221212
00244783,한네트,052600,20221214
01396931,유엑스엔,337840,20221108
00152783,코메론,049430,20221108
00167280,폴루스바이오팜,007630,20221128
00105299,금강공업,014280,20230131
00623661,원익머트리얼즈,104830,20230109
00159102,DB손해보험,005830,20230110
01076550,주노콜렉션,221670,20230111
00226866,인탑스,049070,20221201
00122898,벽산,007210,20221205
01101041,패션플랫폼,225590,20221205
01327092,라닉스,317120,20230216
00365758,아이앤씨,052860,20221226
00808022,메지온,140410,20221227
00626710,한국월드와이드베트남부동산개발특별자산1호투자회사,096300,20230202
00939331,한국콜마,161890,20221220
00296005,우리로,046970,20221206
01077577,우리산업,215360,20221206
00231372,롯데관광개발,032350,20221207
00221728,하츠,066130,20221207
00761952,아나패스,123860,20221207
00129271,삼화전기,009470,20230216
00164812,현대코퍼레이션,011760,20230216
00188797,포메탈,119500,20221228
01416457,하나금융15호기업인수목적,341160,20221223
01069736,한독크린텍,256150,20230217
01070857,켐온,217600,20221216
00540340,코리아센터,290510,20221216
01116380,씨앤에스링크,245450,20230213
00374020,이엘피,063760,20230222
01139965,스튜디오미르,408900,20230222
00188089,한섬,020000,20230103
00106368,금호석유화학,011780,20230104
00264228,위즈코프,038620,20221208
00149026,CS홀딩스,000590,20221208
00256380,유아이엘,049520,20221208
00167004,흥구석유,024060,20221209
01199189,이랜시스,264850,20230222
00302120,피앤텔,054340,20230222
00112721,대창스틸,140520,20221201
00123781,부국철강,026940,20221201
00604815,에스디시스템,121890,20221201
00155498,풍림산업,001310,20230221
00261285,한국가스공사,036460,20230113
01291317,더블유씨피,393890,20230208
00961774,유티아이,179900,20230223
00154718,비츠로셀,082920,20221209
00350020,파인디앤씨,049120,20221209
00117382,디와이홀딩스,004510,20221209
00125646,삼목에스폼,018310,20221209
00131692,서흥,008490,20221209
00422284,메가스터디,072870,20221202
00107677,비비안,002070,20221207
00234227,유진로봇,056080,20221207
00527464,에이치시티,072990,20230222
00249982,솔본,035610,20230223
00110608,DSR,155660,20230223
01059605,디와이파워,210540,20221213
00131328,두함지개발,016140,20221207
00540429,휴림로봇,090710,20221207
00398808,디지털대성,068930,20230223
00124577,엠소닉,008120,20230130
01344752,케어룸의료산업,327970,20230222
00252001,해원에스티,058480,20230209
00265005,옴니시스템,057540,20221207
00626011,아이텍,119830,20221207
00348034,액토즈소프트,052790,20221207
00832700,에이펙스인텍,207490,20230222
00761059,펌텍코리아,251970,20230223
00622787,바이오노트,377740,20221222
00136402,신송홀딩스,006880,20230222
01436336,이베스트기업인수목적5호,349720,20221226
00133335,성창기업지주,000180,20221229
00123648,심팩인더스트리,005350,20230223
00131054,유진증권,001200,20230110
00185356,제룡전기,033100,20221212
00112679,대창단조,015230,20230222
01113949,퓨전,195440,20221212
00359076,브리지텍,064480,20221121
00439965,나노신소재,121600,20221121
01487446,씨엔알리서치,359090,20230222
00160205,한국내화,010040,20230222
00628860,네오위즈,095660,20230222
00576789,디젠스,113810,20221212
00360674,코위버,056360,20221212
00133557,PN풍년,024940,20221212
00268011,일레덱스홀딩스,033550,20230220
00129280,삼화전자공업,011230,20221103
00141608,오리엔탈정공,014940,20230222
00130046,다함이텍,009280,20230223
00404288,아진엑스텍,059120,20221212
00135467,승일,049830,20221212
00260383,대한유화,006650,20221215
01301252,티이엠씨,425040,20230223
00579971,칩스앤미디어,094360,20230222
00364847,이글루,067920,20221129
00883980,아이디스,143160,20221129
00604426,인터로조,119610,20230222
00491053,진바이오텍,086060,20221123
01102095,쿠첸,225650,20230220
00359580,아이디스홀딩스,054800,20230223
00145109,유한양행,000100,20230208
00201131,아즈텍WB,032080,20221202
00925189,신화콘텍,187270,20221202
00132628,성문전자,014910,20221125
01119651,엘리비젼,276240,20221125
00866062,엘티씨,170920,20221125
00305297,코텍,052330,20230223
00413523,한미글로벌,053690,20230223
00185222,크린앤사이언스,045520,20221202
01115044,안지오랩,251280,20221202
00142883,우신시스템,017370,20221202
01188749,지앤이헬스케어,299480,20230222
00161781,아난티,025980,20230222
00612188,에스티오,098660,20221129
00980122,JB금융지주,175330,20230113
01505186,하이딥,365590,20221205
00137012,에스앤더블류,103230,20221205
00118275,디아이,003160,20221205
00235183,에이치케이,044780,20221205
00807397,코이즈,121850,20221205
00352718,소리바다,053110,20221129
00133876,세보엠이씨,011560,20230222
00500254,GS,078930,20221227
00113359,교보증권,030610,20230102
00347062,현대바이오랜드,052260,20221205
00264732,파인디지털,038950,20221208
00879020,유니트론텍,142210,20230220
00295547,디지아이,043360,20221205
00186717,태양,053620,20221207
00177816,대주전자재료,078600,20221207
00351807,대원미디어,048910,20221207
00669450,바이오프로테크,199290,20221125
01326224,원바이오젠,307280,20230220
00109587,대륙제관,004780,20221212
00161976,한세예스24홀딩스,016450,20221212
01196313,유에스티,263770,20221212
00447502,바이오톡스텍,086040,20221202
00261009,감성코퍼레이션,036620,20221118
01583953,티엘엔지니어링,413300,20221118
00555740,툴코리아,110660,20230220
00188715,현진소재,053660,20221213
00435312,하이스틸,071090,20221219
00916826,드림씨아이에스,223250,20230214
01187494,덴티스,261200,20221124
01388631,오션스톤,329020,20230216
00246417,이오테크닉스,039030,20230220
00555874,제주항공,089590,20221227
00406727,세진티에스,067770,20230222
00120021,LG,003550,20221220
00201788,제낙스,065620,20221226
00447982,에스지피엠,074000,20221228
00432102,한국금융지주,071050,20221228
00231664,우리기술투자,041190,20221228
00115065,동남합성,023450,20221229
00921916,석경에이티,357550,20230214
00162832,한일단조,024740,20221125
00266934,파루,043200,20221125
00369657,리노공업,058470,20230216
00351092,삼보모터스,053700,20230220
00563518,비나텍,126340,20230220
00170558,코웨이,021240,20230103
00269940,하나투어,039130,20230103
00360577,엑사이엔씨,054940,20230103
00204262,한글과컴퓨터,030520,20230214
00238153,파세코,037070,20221129
00258421,기산텔레콤,035460,20230220
01576102,미래에셋글로벌리츠,396690,20230110
01062867,디알텍,214680,20230222
00806972,매직마이크로,127160,20230104
00359623,우리산업홀딩스,072470,20221206
00240857,바이오스마트,038460,20221206
00306162,상상인,038540,20230220
00138260,SIMPAC,009160,20230109
00485177,일진파워,094820,20230214
00261355,레드캡투어,038390,20230214
00164724,현대엘리베이터,017800,20230110
00423177,텔레칩스,054450,20230222
01418260,폭스소프트,354230,20230111
00231442,디지틀조선,033130,20221026
01013311,헥토이노베이션,214180,20230220
00249247,YG PLUS,037270,20230220
01035368,티에프이,425420,20221117
00961570,신도기연,290520,20230220
00148364,하림지주,003380,20230220
01428249,케이프이에스제4호기업인수목적,347140,20221031
00923899,참존글로벌,158310,20230111
00997812,코미코,183300,20230215
00695969,동운아나텍,094170,20221130
00139764,에넥스,011090,20221130
00537832,푸른기술,094940,20221130
00334624,팍스넷,038160,20230220
00128926,삼현철강,017480,20230120
00612489,아이쓰리시스템,214430,20230223
00140052,에이스침대,003800,20230215
00367455,현우산업,092300,20230220
00673301,전우정밀,120780,20230220
01345724,타임기술,318660,20230220
00165361,휴코드홀딩스,036840,20230220
00105606,금호에이치티,214330,20221201
00133618,세기상사,002420,20221201
01142075,핑거,163730,20230220
00201742,유라테크,048430,20221107
00133812,세방,004360,20230214
00666064,셀바스AI,108860,20230215
00608839,에이루트,096690,20221201
01018802,엔솔바이오사이언스,140610,20221201
00202839,한창산업,079170,20221201
00367871,인바이오,352940,20221201
00400060,이씨에스,067010,20230223
00158112,한국수출포장공업,002200,20230210
01397620,루닛,328130,20230220
00139083,아진산업,013310,20221202
00163196,한일철강,002220,20221202
00109718,사조대림,003960,20230221
00994994,나노,187790,20221128
00201733,TJ미디어,032540,20221115
01047451,셀바스헬스케어,208370,20230215
00569646,영우디에스피,143540,20230220
00423690,삼성출판사,068290,20221205
00152260,카스,016920,20221205
00398668,휴비츠,065510,20230125
00340272,에스폴리텍,050760,20221116
00152039,SG글로벌,001380,20221128
00587466,KPX홀딩스,092230,20221128
01158553,켄코아에어로스페이스,274090,20221128
00141413,영화금속,012280,20221205
00993931,동양파일,228340,20221124
01128613,화승엔터프라이즈,241590,20230214
00102760,두산건설,011160,20230220
00796994,조선선재,120030,20230727
01514519,유진기업인수목적6호,373340,20231213
00353878,다스코,058730,20230508
00760971,크래프톤,259960,20231027
00599489,청광건설,140290,20230508
00819073,인크로스,216050,20230809
00122579,BYC,001460,20230810
01343735,데이드림엔터테인먼트,348840,20230810
01367586,제이아이테크,417500,20230227
01165739,잉글우드랩,950140,20230405
00156354,지엠비코리아,013870,20230223
00551920,네오팜,092730,20230713
01488320,필에너지,378340,20230714
01712616,엔에이치스팩29호,451700,20230623
01591606,아이비케이에스제17호기업인수목적,405350,20231103
00108612,DS단석,017860,20231222
01791321,하나30호스팩,469880,20231222
01528530,삼성기업인수목적4호,377630,20231227
00149293,신한은행,000010,20230410
01676989,케이비제23호기업인수목적,440200,20231103
01305869,세니젠,188260,20231103
01785551,KB제27호스팩,464680,20231103
00561723,쏘닉스,088280,20231107
00112819,데코앤에프,017680,20230515
01447217,에이치엠씨아이비제4호기업인수목적,353070,20230310
00138279,S-Oil,010950,20230510
00160418,한국무브넥스,010100,20230510
01568875,하나금융19호기업인수목적,388220,20230523
01146220,팸텍,271830,20230523
00145552,이수화학,005950,20230525
00167031,흥국,010240,20230223
00449379,도이치모터스,067990,20230223
00116949,DN오토모티브,007340,20230412
00239514,삼진엘앤디,054090,20230412
01163050,다이오진,271850,20230412
00206084,세아메탈,033020,20230223
01082418,SAMG엔터,419530,20230425
00302236,태양3C,052960,20230228
01328639,윙입푸드,900340,20230425
00191287,대동금속,020400,20230907
01144028,씨티케이,260930,20230818
00176914,다우기술,023590,20231106
01580178,대신밸런스제11호기업인수목적,397500,20230309
01504910,유안타제8호기업인수목적,367480,20230908
00495633,율촌,146060,20230908
00117258,한화갤러리아타임월드,027390,20231115
00121686,엠케이전자,033160,20231116
00160232,KSS해운,044450,20231116
00409371,인베니아,079950,20231117
00525882,크레버스,096240,20231218
01516368,산돌,419120,20231220
00508344,SK디앤디,210980,20230224
00892526,디케이앤디,263020,20230223
00410997,누리플랜,069140,20231220
01305249,스톤브릿지벤처스,330730,20230509
00494218,엘엠에스,073110,20230411
00111722,미래에셋증권,006800,20231207
01136348,나무기술,242040,20230223
00244419,디에스티,033430,20230512
00536888,케이알엠,093640,20231215
00140362,제이에스전선,005560,20231130
01447244,에이치엠씨아이비제5호기업인수목적,353060,20230922
01567520,대신밸런스제10호기업인수목적,387310,20230316
00128227,삼정펄프,009770,20231130
01080252,넥스틴,348210,20231218
01416572,세림B&G,340440,20240220
00352000,하우리,049130,20240220
01775952,한국제13호스팩,464440,20231113
00670085,엘아이에스,138690,20231206
01402995,케이엔에스,432470,20231206
00158316,NICE,034310,20240102
00583424,아모레퍼시픽,090430,20240102
01535257,엔에이치기업인수목적19호,380440,20240102
01494154,지니너스,389030,20230918
01021639,나라셀라,405920,20230919
00173661,에스지신성건설,001970,20230330
00103547,우진비앤지,018620,20230331
00113997,롯데에너지머티리얼즈,020150,20230331
00173032,동화기업,025900,20230331
00480455,STX엔진,077970,20230331
00228350,신화인터텍,056700,20230331
00520610,씨큐브,101240,20230823
00133751,세명전기,017510,20240103
00137234,모베이스전자,012860,20240103
00255433,라온시큐어,042510,20240103
00389970,다날,064260,20240103
00812362,디에스앤엘,141020,20240103
00361594,DMS,068790,20230331
00363592,한컴위드,054920,20230331
01116344,이비테크,208850,20230331
00106313,금호건설,002990,20231219
00390365,토비스,051360,20231226
01309421,제이엔비,452160,20240221
00365934,코세스,089890,20240221
00828789,대성산업,128820,20231020
01112700,에스엘에스바이오,246250,20231020
00125576,체시스,033250,20231004
01203376,유비쿼스,264450,20231004
01365384,이성씨엔아이,379390,20231229
01591262,디비금융제10호기업인수목적,404950,20240104
00855163,미원화학,134380,20230322
00584362,케이엑스넥스지,081970,20230403
01023822,메디젠휴먼케어,236340,20230602
00372688,티사이언티픽,057680,20230630
01363818,롯데리츠,330590,20230704
00965512,라온텍,418420,20230706
00441304,가온그룹,078890,20230417
00619507,와이씨켐,112290,20230417
01497124,캡스톤파트너스,452300,20231115
00269852,폴라리스오피스,041020,20231115
00135917,한화손해보험,000370,20230323
00472890,동국알앤에스,075970,20230323
01576713,엔에이치기업인수목적22호,396770,20230428
00456218,모두투어,080160,20230713
01089855,맘스터치앤컴퍼니,220630,20240214
00127255,삼영,003720,20230424
00531917,톱텍,108230,20230410
01450105,미래에셋대우기업인수목적5호,353490,20230517
01134216,트루엔,417790,20230517
01631658,대신밸런스제12호기업인수목적,426670,20230420
00614593,넥스트아이,137940,20240111
00910947,바다로19호선박투자회사,155900,20231124
00800084,씨엑스아이,900120,20231124
01505469,디비금융제9호기업인수목적,367360,20231124
00114552,도화엔지니어링,002150,20230327
00116301,NI스틸,008260,20230327
00163318,모헨즈,006920,20230327
00121570,문배철강,008420,20230327
00142865,WISCOM,024070,20230327
00490151,파트론,091700,20230327
00138747,아세아텍,050860,20231128
00483735,해성옵틱스,076610,20231128
00359474,제이웨이,058420,20230414
00231105,동성화인텍,033500,20230713
01030503,우진엔텍,457550,20240124
01792825,대신밸런스제17호스팩,471050,20240124
01350869,우리금융지주,316140,20230327
01493535,모비데이즈,363260,20230427
00180795,인팩,023810,20230427
00646732,진양홀딩스,100250,20230516
01335578,애니플러스,310200,20230516
00564562,엠씨넥스,097520,20230227
01526949,하이제6호기업인수목적,377400,20240125
00105040,뉴인텍,012340,20230502
00152437,케이프,064820,20230502
00303192,디에이피,066900,20231205
00353762,키이스트,054780,20231208
00173999,유성티엔에스,024800,20240207
00862312,포스뱅크,105760,20240129
00356389,프럼파스트,035200,20230502
00657756,무송지오씨,135160,20230502
00418379,자연과환경,043910,20230502
01596665,한국제10호기업인수목적,409570,20230831
00309460,HB인베스트먼트,440290,20240220
00652007,메카로,241770,20230502
00769158,케이엔제이,272110,20230502
00757816,모다,149940,20240220
00102113,경인양행,012610,20230227
00145598,이연제약,102460,20230802
00454399,이상네트웍스,080010,20231006
00542074,나노캠텍,091970,20231006
01476219,코스텍시스,355150,20231123
01043853,베노티앤알,206400,20230919
00409672,티비에이치글로벌,084870,20230922
00425254,나우코스,257990,20240201
00664048,우리넷,115440,20240201
01652970,하나금융23호기업인수목적,427950,20240201
01158632,진코스텍,250030,20240222
00138057,써니전자,004770,20240222
00605328,씨앤지하이테크,264660,20240226
00372253,연우,115960,20240306
01797440,SK증권제11호스팩,472230,20240304
00468374,원익QnC,074600,20240307
00689418,지유온,111820,20240318
00260569,유니셈,036200,20240227
01669226,한화리츠,451800,20231127
00159971,KC그린홀딩스,009440,20240308
01357446,퓨런티어,370090,20240318
01787072,유진스팩10호,468760,20240229
01791561,하나31호스팩,469900,20240305
00367710,동인기연,111380,20231121
00117744,메리츠화재해상보험,000060,20231129
00611912,아모그린텍,125210,20240228
00876209,미래엔에듀파트너,208890,20240305
01293953,싸이버원,356890,20240223
00692254,아이패밀리에스씨,114840,20240223
00351995,지에스이,053050,20240226
00957373,펨트론,168360,20240226
00126201,삼성공조,006660,20230526
00760999,상신전자,263810,20230526
00111014,애큐온저축은행,007640,20230927
00604028,피코그램,376180,20240226
01685251,컨텍,451760,20240226
00642897,브레인즈컴퍼니,099390,20230224
01632851,아이비케이에스제19호기업인수목적,426550,20240215
00618401,크루셜텍,114120,20240215
00533191,비보존 제약,082800,20230703
00913689,세경하이테크,148150,20230703
01080687,아우딘퓨쳐스,227610,20230703
01237434,플리토,300080,20230901
00266961,NAVER,035420,20240311
01188378,시스웍,269620,20240312
00890388,지성이씨에스,138290,20240227
00578538,티피씨글로벌,130740,20240227
01419384,하나금융16호기업인수목적,343510,20230302
00531865,유니테크노,241690,20230503
00122694,범양건영,002410,20230328
00141556,오로라,039830,20230328
00405719,아이크래프트,052460,20230328
00602279,그린플러스,186230,20230328
00624749,에스피시스템스,317830,20230328
00990563,피엔아이컴퍼니,242350,20230918
01514528,신한제7호기업인수목적,366330,20230918
01264872,이노뎁,303530,20240223
00858364,BNK금융지주,138930,20230320
00161693,한샘,009240,20231017
00147994,새로닉스,042600,20231017
00230814,휴림에이텍,078590,20240321
00124780,사조씨푸드,014710,20240321
00139214,삼성화재해상보험,000810,20240321
00166500,화천기계,010660,20240321
