prediction_id,date,market,ticker,predicted_direction,actual_direction,confidence_score,expected_return,actual_return,hit_or_miss,error_size,simulated_pnl,max_drawdown,error_reason,correction_needed,created_at
0fd34f5c,2026-05-19,한국주식,064350,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
0a70a351,2026-05-19,한국주식,272210,up,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-19T08:30:21
3a7da857,2026-05-19,한국주식,329180,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
a0d25b2a,2026-05-19,한국주식,010140,up,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-19T08:30:21
a75ebdbc,2026-05-19,한국주식,042660,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
9bee14cd,2026-05-19,한국주식,277810,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
4a4fe47e,2026-05-19,한국주식,454910,up,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"시초가 갭/예상체결가 보정폭 확대 / 종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지",2026-05-19T08:30:21
69d29def,2026-05-19,한국주식,108490,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
e6cf3903,2026-05-19,한국주식,090360,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
7adb09d1,2026-05-19,한국주식,000270,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
903cce61,2026-05-19,한국주식,012330,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
d481622b,2026-05-19,한국주식,035420,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
25762e21,2026-05-19,한국주식,035720,up,flat,2.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
59535147,2026-05-19,한국주식,018260,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
12013bba,2026-05-19,한국주식,402340,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
15715c0c,2026-05-19,한국주식,207940,up,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-19T08:30:21
6d97aa7f,2026-05-19,한국주식,068270,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
3f8537da,2026-05-19,한국주식,196170,up,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"시초가 갭/예상체결가 보정폭 확대 / 종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지",2026-05-19T08:30:21
67f6181a,2026-05-19,한국주식,000100,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
08b5461e,2026-05-19,한국주식,214450,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
185d1ae2,2026-05-19,한국주식,214150,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
027016f3,2026-05-19,한국주식,006400,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
b2dafd10,2026-05-19,한국주식,051910,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
5533996c,2026-05-19,한국주식,005490,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
510dcd63,2026-05-19,한국주식,003670,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
2a1835e5,2026-05-19,한국주식,247540,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
4385cfbc,2026-05-19,한국주식,086520,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
d94c5ad3,2026-05-19,한국주식,066970,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
cd231c8d,2026-05-19,한국주식,000720,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
e24b7baa,2026-05-19,한국주식,006360,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
090d0d29,2026-05-19,한국주식,105560,up,flat,29.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
4e9f72f6,2026-05-19,한국주식,055550,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
ce6bacb6,2026-05-19,한국주식,086790,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
b471fdd7,2026-05-19,한국주식,138040,up,flat,21.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
8812caad,2026-05-19,한국주식,222800,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
022d73a7,2026-05-19,한국주식,131970,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-19T08:30:21
5818c0de,2026-05-14,한국주식,1440,up,up,7.0000,,1.987768,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
d4fbd9df,2026-05-14,한국주식,660,up,down,7.0000,,-0.151822,miss,,,,방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,"방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
8c3d027e,2026-05-14,한국주식,103590,up,down,7.0000,-0.073799,-4.574696,miss,4.500897,-0.12379942880387791,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 고변동 종목은 손절/익절 터치 판정과 추격금지 조건 강화 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지,2026-05-23T08:30:19
8f8b4b5e,2026-05-14,한국주식,3490,up,up,17.0000,,1.747573,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
689e5fd7,2026-05-14,한국주식,34020,up,down,7.0000,-0.653156,-3.250000,miss,2.596844,-0.7031560820487781,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
343e6a56,2026-05-14,한국주식,12450,up,down,7.0000,-0.667236,-0.544323,miss,0.122913,-0.7172361739175293,,방향 불일치 / 예측 당시 주의사유 존재,방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
185e8fe0,2026-05-14,한국주식,373220,up,up,17.0000,,1.744186,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"시초가 갭/예상체결가 보정폭 확대 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
ca4ab328,2026-05-14,한국주식,79550,up,up,7.0000,-0.335884,0.286369,hit,0.622253,-0.3858840647717298,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
ba3d0185,2026-05-14,한국주식,375500,up,up,7.0000,,1.562500,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
b236e017,2026-05-14,한국주식,64350,up,down,7.0000,-2.238282,-1.627907,miss,0.610375,-2.288282261444868,,방향 불일치 / 예측 당시 주의사유 존재,방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
bae9457a,2026-05-14,한국주식,47810,up,down,7.0000,,-1.590214,miss,,,,방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,"방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
b4dcfd16,2026-05-14,한국주식,272210,up,up,7.0000,3.543436,2.372263,hit,1.171173,3.4934355152681453,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
10e6a47d,2026-05-14,한국주식,329180,up,down,7.0000,,-7.776262,miss,,,,종가 범위 이탈 / 방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 고변동 종목은 손절/익절 터치 판정과 추격금지 조건 강화 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 다음 동일 종목 예측에서 종가 범위 자동 보정 확대,2026-05-23T08:30:19
9da8892f,2026-05-14,한국주식,15760,up,down,17.0000,,-3.926380,miss,,,,방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지",2026-05-23T08:30:19
bfed794c,2026-05-14,한국주식,10140,up,down,7.0000,-3.821105,-3.220612,miss,0.600493,-3.871104848144696,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
2305299a,2026-05-14,한국주식,5380,up,down,7.0000,-1.697478,-0.985915,miss,0.711563,-1.7474782963099067,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
55292e55,2026-05-14,한국주식,42660,up,down,17.0000,-1.381393,-1.317957,miss,0.063436,-1.4313931102699018,,방향 불일치 / 예측 당시 주의사유 존재,방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
30314377,2026-05-14,한국주식,277810,up,down,7.0000,,-3.075171,miss,,,,방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 고변동 종목은 손절/익절 터치 판정과 추격금지 조건 강화 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용",2026-05-23T08:30:19
0b3de7e7,2026-05-14,한국주식,9540,up,down,17.0000,,-4.234528,miss,,,,방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지",2026-05-23T08:30:19
79ea42af,2026-05-14,한국주식,454910,up,up,7.0000,,2.729045,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"시초가 갭/예상체결가 보정폭 확대 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
60c3bcae,2026-05-14,한국주식,42700,up,down,7.0000,0.143344,-1.622971,miss,1.766315,0.09334410147749388,,방향 불일치 / 예측 당시 주의사유 존재,시초가 갭/예상체결가 보정폭 확대 / 종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지,2026-05-23T08:30:19
66ab8b05,2026-05-14,한국주식,108490,up,down,7.0000,-2.834388,-4.360056,miss,1.525668,-2.8843879123046365,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 고변동 종목은 손절/익절 터치 판정과 추격금지 조건 강화 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지,2026-05-23T08:30:19
e814c4a5,2026-05-14,한국주식,7660,up,down,7.0000,0.141988,-2.178813,miss,2.320801,0.09198843242290149,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
ed123437,2026-05-14,한국주식,90360,up,up,7.0000,,6.442953,hit,,,,시초가 범위 이탈 / 우선진입가 미도달 / 예측 당시 주의사유 존재,"시초가 갭/예상체결가 보정폭 확대 / 고변동 종목은 손절/익절 터치 판정과 추격금지 조건 강화 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지",2026-05-23T08:30:19
0f1150a7,2026-05-14,한국주식,270,up,down,17.0000,-2.560978,-1.448468,miss,1.112510,-2.6109780002558978,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
1b6fec21,2026-05-14,한국주식,403870,up,down,7.0000,-1.438123,-3.254973,miss,1.816850,-1.4881230069754114,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
d39d38d2,2026-05-14,한국주식,12330,up,up,7.0000,,0.924499,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"시초가 갭/예상체결가 보정폭 확대 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
7bd9f285,2026-05-14,한국주식,58470,up,down,7.0000,-3.737915,-3.561888,miss,0.176027,-3.7879150235339107,,방향 불일치 / 손절 기준 터치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 우선진입가를 더 낮추고 손절폭 대비 손익비 재검증 / 주의사유 존재 시 다음 후보도 관망 우위 유지,2026-05-23T08:30:19
acc18a87,2026-05-14,한국주식,35420,up,up,17.0000,,4.714640,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
ae5a8ae0,2026-05-14,한국주식,95340,up,down,7.0000,,-2.254098,miss,,,,방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지",2026-05-23T08:30:19
28d313e3,2026-05-14,한국주식,35720,up,up,17.0000,,3.958091,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
b3b6bde9,2026-05-14,한국주식,67310,up,down,7.0000,-2.264346,-6.057143,miss,3.792797,-2.3143457607556925,,종가 범위 이탈 / 방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 다음 동일 종목 예측에서 종가 범위 자동 보정 확대 / 주의사유 존재 시 다음 후보도 관망 우위 유지,2026-05-23T08:30:19
ff60b3c3,2026-05-14,한국주식,18260,up,up,17.0000,3.106269,2.621305,hit,0.484964,3.0562687484161524,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
65447586,2026-05-14,한국주식,36930,up,down,7.0000,,-0.773810,miss,,,,방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 고변동 종목은 손절/익절 터치 판정과 추격금지 조건 강화 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용",2026-05-23T08:30:19
6b3a49e0,2026-05-14,한국주식,207940,up,down,22.0000,-0.032991,-0.567376,miss,0.534385,-0.08299131625358332,,방향 불일치 / 예측 당시 주의사유 존재,방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
924e2152,2026-05-14,한국주식,990,up,down,7.0000,,-1.670259,miss,,,,방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,"시초가 갭/예상체결가 보정폭 확대 / 종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용",2026-05-23T08:30:19
0f7df404,2026-05-14,한국주식,68270,up,up,17.0000,,1.259843,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
07d4e57c,2026-05-14,한국주식,9150,up,up,7.0000,0.181873,0.777454,hit,0.595581,0.1318726060354381,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
f6c3d9dd,2026-05-14,한국주식,196170,up,up,7.0000,,7.344633,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"시초가 갭/예상체결가 보정폭 확대 / 종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지",2026-05-23T08:30:19
c291c9bb,2026-05-14,한국주식,11070,up,up,7.0000,0.861204,1.460823,hit,0.599620,0.811203518257958,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
4ab5a3c1,2026-05-14,한국주식,100,up,up,17.0000,,2.243211,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
6c9fdbb3,2026-05-14,한국주식,267260,up,down,7.0000,-1.351363,-2.031250,miss,0.679887,-1.401362995640859,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 고변동 종목은 손절/익절 터치 판정과 추격금지 조건 강화 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지,2026-05-23T08:30:19
d0f70cfa,2026-05-14,한국주식,214450,up,up,7.0000,,3.980892,hit,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-23T08:30:19
9a7a10a7,2026-05-14,한국주식,214150,up,down,7.0000,-0.097088,-2.843137,miss,2.746049,-0.1470882908263082,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-23T08:30:19
6e16d3e3,2026-05-14,한국주식,10120,up,down,7.0000,,-1.929825,miss,,,,방향 불일치 / 우선진입가 미도달 / 예측 당시 주의사유 존재,시초가 갭/예상체결가 보정폭 확대 / 종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 고변동 종목은 손절/익절 터치 판정과 추격금지 조건 강화 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중,2026-05-23T08:30:19
6c2f74ce,2026-05-14,한국주식,298040,up,down,7.0000,-0.309860,-4.002859,miss,3.693000,-0.3598596703537293,,방향 불일치 / 예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 고변동 종목은 손절/익절 터치 판정과 추격금지 조건 강화 / 방향 점수보다 뉴스·수급·지수 확인 전 관망 가중 / 주의사유 존재 시 다음 후보도 관망 우위 유지,2026-05-23T08:30:19
